zipcode,classification_ontime
28756,Delayed
94531,Delayed
28425,On time
4093,Delayed
67217,On time
15203,On time
48009,Delayed
48879,Delayed
48170,Delayed
62707,On time
7960,Delayed
35950,Delayed
25309,On time
49012,On time
94022,Delayed
19609,On time
35146,On time
17540,On time
20619,On time
97377,On time
11755,Delayed
54169,On time
76013,Delayed
70669,On time
18074,On time
52333,Delayed
76801,Delayed
2571,On time
45371,On time
14424,Delayed
1460,Delayed
30187,On time
75057,On time
14470,On time
14468,On time
91011,Delayed
78641,Delayed
77357,Delayed
99216,Delayed
36541,On time
95665,Delayed
7601,Delayed
62896,On time
11710,Delayed
18071,On time
77523,Delayed
33142,Delayed
57785,On time
93546,Delayed
37033,Delayed
6090,On time
63640,On time
67861,Delayed
90011,Delayed
60942,On time
23120,On time
44485,On time
29073,On time
8311,Delayed
36571,Delayed
15317,Delayed
52537,On time
72204,Delayed
17042,Delayed
73103,On time
21655,On time
32958,On time
32808,Delayed
7747,Delayed
30517,Delayed
22407,Delayed
33909,Delayed
98239,On time
94939,Delayed
11735,Delayed
94608,Delayed
3904,Delayed
64106,On time
54303,Delayed
94544,Delayed
90623,Delayed
89706,Delayed
99208,Delayed
81435,Delayed
12498,Delayed
25550,On time
27409,On time
98596,On time
85739,Delayed
30458,Delayed
45449,Delayed
94941,Delayed
62906,On time
75054,Delayed
39766,On time
97302,Delayed
26354,On time
97217,Delayed
41030,Delayed
95053,On time
17073,On time
72715,On time
83686,Delayed
45030,On time
20636,Delayed
19567,Delayed
94801,Delayed
19138,On time
45694,On time
62034,Delayed
6470,Delayed
3036,On time
22031,Delayed
3054,Delayed
1501,Delayed
2703,Delayed
50035,On time
51104,Delayed
33948,Delayed
80246,Delayed
11758,Delayed
64070,On time
5753,Delayed
95687,Delayed
48855,Delayed
44662,On time
24149,On time
97701,Delayed
90045,Delayed
75949,On time
2122,Delayed
45230,Delayed
20115,On time
41007,Delayed
85730,On time
16056,On time
64064,Delayed
2122,On time
30252,Delayed
37849,Delayed
1033,Delayed
98230,Delayed
12845,On time
78109,Delayed
75605,On time
47265,On time
29414,Delayed
80223,Delayed
72704,Delayed
78645,Delayed
12170,Delayed
43081,Delayed
30106,On time
32905,Delayed
36037,On time
76708,Delayed
90808,Delayed
77073,Delayed
18840,On time
10960,Delayed
94158,Delayed
76266,Delayed
14141,On time
77094,On time
14215,Delayed
52403,Delayed
8201,On time
89122,Delayed
43302,Delayed
77035,Delayed
50701,Delayed
55117,Delayed
78644,On time
77355,Delayed
59457,Delayed
96013,On time
20052,On time
19809,Delayed
33449,Delayed
98119,Delayed
50317,On time
20710,On time
13126,Delayed
61282,On time
76548,Delayed
6112,On time
94010,Delayed
6511,Delayed
44044,On time
11780,Delayed
95602,Delayed
15213,Delayed
54106,On time
85348,On time
6231,On time
8759,On time
80027,Delayed
48653,On time
68110,On time
91301,Delayed
45663,On time
14701,Delayed
2762,On time
7670,Delayed
24301,On time
76655,On time
87507,Delayed
6375,On time
77059,Delayed
28544,On time
32207,Delayed
83634,On time
21632,On time
70563,Delayed
32082,On time
60462,Delayed
10704,Delayed
60076,Delayed
3862,On time
14305,Delayed
8008,Delayed
23185,Delayed
37191,On time
74745,On time
80621,Delayed
37146,On time
45424,Delayed
26651,On time
14424,Delayed
10307,Delayed
84043,Delayed
35953,On time
21842,Delayed
76209,On time
97317,On time
34110,Delayed
14009,Delayed
19973,Delayed
14425,On time
17821,Delayed
95665,On time
64085,On time
28027,Delayed
73130,Delayed
20878,Delayed
26847,Delayed
28748,On time
14883,On time
10940,Delayed
85257,Delayed
14424,Delayed
6515,Delayed
95403,Delayed
11414,Delayed
2460,On time
93662,On time
28532,Delayed
78624,Delayed
60714,Delayed
84124,Delayed
70131,Delayed
79936,Delayed
10469,Delayed
30024,Delayed
56334,On time
41091,Delayed
85209,Delayed
45247,Delayed
60118,Delayed
59635,On time
11791,Delayed
90010,Delayed
95066,Delayed
37062,On time
33406,Delayed
74301,On time
15224,Delayed
8020,On time
84092,Delayed
23602,On time
92563,Delayed
4083,On time
10954,Delayed
84070,Delayed
97203,Delayed
11694,On time
8021,Delayed
51534,On time
18977,On time
2360,Delayed
30045,Delayed
37421,Delayed
14103,On time
27505,On time
44074,On time
50428,Delayed
90680,On time
47501,On time
18618,On time
11206,Delayed
98252,Delayed
95472,Delayed
52333,On time
8829,On time
1821,Delayed
16102,On time
8204,Delayed
6763,On time
92345,Delayed
2649,Delayed
63070,On time
90064,Delayed
2186,Delayed
17601,Delayed
32626,On time
98057,Delayed
33142,Delayed
37083,On time
76013,Delayed
48239,Delayed
7666,Delayed
2093,Delayed
44321,On time
14127,Delayed
49684,Delayed
4032,On time
25510,On time
32250,Delayed
1590,On time
90025,Delayed
60655,Delayed
90291,Delayed
35475,Delayed
44030,On time
37210,Delayed
23236,Delayed
28719,On time
47460,On time
94523,Delayed
94129,On time
46278,Delayed
90806,Delayed
63139,Delayed
22701,Delayed
20878,Delayed
28429,On time
89122,Delayed
95672,On time
3784,On time
84302,Delayed
1754,Delayed
16950,On time
70452,On time
37214,Delayed
34243,Delayed
15236,On time
49327,On time
46181,Delayed
95046,On time
75602,On time
79911,On time
33013,Delayed
44145,Delayed
98008,Delayed
58075,Delayed
50314,On time
28460,Delayed
3264,Delayed
7928,Delayed
7064,Delayed
48075,Delayed
23605,On time
21758,On time
87004,On time
2460,Delayed
2852,On time
17866,On time
23005,Delayed
76092,Delayed
32824,Delayed
74401,On time
19012,On time
57032,On time
18960,Delayed
44438,On time
62321,On time
27703,Delayed
95111,Delayed
77478,Delayed
89447,Delayed
85083,Delayed
1748,Delayed
92019,Delayed
92021,Delayed
28278,Delayed
10305,Delayed
31909,Delayed
21225,Delayed
13732,Delayed
18252,On time
3574,On time
60091,Delayed
44321,On time
57005,Delayed
47250,Delayed
45244,Delayed
84319,On time
2743,On time
49721,On time
33408,Delayed
11219,Delayed
48006,On time
8734,On time
60176,On time
32806,Delayed
10304,Delayed
95631,On time
61571,On time
85301,Delayed
17257,Delayed
21801,Delayed
60451,Delayed
49412,On time
61065,Delayed
84315,On time
18964,Delayed
48835,On time
37343,Delayed
64048,On time
45370,On time
51105,Delayed
48310,Delayed
46260,Delayed
55412,Delayed
21776,On time
60915,On time
11691,Delayed
62040,Delayed
60804,Delayed
85022,Delayed
30535,On time
10461,Delayed
5491,On time
98387,Delayed
65066,On time
18229,On time
53916,Delayed
4444,Delayed
59270,Delayed
32909,Delayed
52040,On time
19031,Delayed
59602,Delayed
38826,On time
23801,On time
53017,On time
89032,Delayed
33647,Delayed
7450,Delayed
13035,On time
23089,On time
33896,Delayed
74047,On time
28204,Delayed
76655,On time
38109,On time
72058,On time
78726,Delayed
20841,Delayed
78233,Delayed
62225,On time
54806,Delayed
19096,Delayed
38501,Delayed
37854,On time
83854,Delayed
95315,On time
70301,Delayed
20778,Delayed
39194,Delayed
10552,Delayed
27105,Delayed
37312,Delayed
77005,Delayed
11801,Delayed
21074,On time
12822,Delayed
3584,On time
27976,On time
22026,On time
63034,Delayed
46350,Delayed
14207,On time
6013,On time
36081,On time
79016,On time
37321,Delayed
32506,Delayed
85262,Delayed
33782,On time
61265,Delayed
56649,Delayed
48184,Delayed
2478,Delayed
55122,Delayed
74467,On time
32976,On time
33981,On time
29405,Delayed
12983,Delayed
8029,On time
43607,On time
28804,Delayed
53222,Delayed
76574,On time
91202,Delayed
33309,Delayed
84025,On time
90031,Delayed
98531,Delayed
76054,On time
40215,On time
91604,Delayed
14502,Delayed
60649,On time
32223,On time
68028,Delayed
2125,Delayed
34103,Delayed
1921,On time
61764,Delayed
77087,Delayed
60805,Delayed
90036,Delayed
2045,On time
89143,On time
33980,On time
2905,Delayed
84318,On time
32219,On time
93041,On time
28443,Delayed
33956,Delayed
78756,On time
70129,On time
6906,On time
85035,On time
79705,Delayed
76054,Delayed
37375,On time
78132,Delayed
93463,Delayed
47306,On time
89084,Delayed
58801,Delayed
58504,Delayed
33030,On time
76520,On time
92122,Delayed
31008,Delayed
94703,Delayed
60064,On time
2169,Delayed
98661,Delayed
21643,On time
48377,Delayed
75227,Delayed
81506,Delayed
44706,On time
44132,Delayed
72210,Delayed
2150,Delayed
25143,Delayed
7063,On time
22554,Delayed
19128,Delayed
17102,Delayed
60450,On time
68116,Delayed
83706,Delayed
53563,Delayed
60020,Delayed
8048,On time
54449,Delayed
77488,On time
52247,On time
48838,Delayed
95608,Delayed
66208,Delayed
89139,Delayed
2474,Delayed
48122,On time
19365,On time
93240,On time
78154,Delayed
70657,On time
29223,On time
52227,Delayed
65781,Delayed
99016,Delayed
58104,Delayed
77338,Delayed
80422,On time
31023,On time
33781,On time
7823,On time
60142,Delayed
23009,On time
4049,Delayed
39110,Delayed
13039,On time
98502,Delayed
63017,Delayed
52402,Delayed
45314,On time
28470,On time
97225,Delayed
37383,On time
70809,On time
91360,Delayed
49788,On time
84780,Delayed
27243,On time
84066,Delayed
7457,On time
79932,Delayed
60041,Delayed
85041,Delayed
7442,On time
48084,Delayed
7933,On time
94588,Delayed
97002,On time
27253,Delayed
17257,On time
90023,On time
46176,On time
80136,Delayed
2115,Delayed
38141,On time
92131,Delayed
31503,On time
97402,Delayed
2770,Delayed
73538,On time
60134,Delayed
21863,On time
53110,On time
30205,On time
8619,Delayed
72631,On time
84096,Delayed
20732,Delayed
53508,On time
24112,On time
98226,Delayed
22485,Delayed
30548,Delayed
96088,On time
70119,Delayed
98115,Delayed
53126,Delayed
1915,Delayed
33540,On time
60957,On time
33134,Delayed
91737,On time
60714,Delayed
1464,On time
46217,Delayed
98665,Delayed
92020,Delayed
27523,On time
2148,Delayed
34950,On time
31601,On time
60416,Delayed
78418,Delayed
8068,On time
7071,Delayed
11414,Delayed
95350,Delayed
29649,Delayed
95316,On time
91914,On time
20866,On time
3755,On time
30290,Delayed
1331,On time
91304,Delayed
40509,Delayed
32653,Delayed
98032,Delayed
78737,Delayed
76179,Delayed
28027,Delayed
45314,On time
94123,Delayed
78641,Delayed
43430,On time
66205,On time
77521,Delayed
95461,On time
19508,On time
28786,On time
95133,Delayed
10965,Delayed
32233,Delayed
24121,On time
39042,Delayed
37874,On time
8757,Delayed
7060,Delayed
61525,Delayed
34291,On time
93555,Delayed
55803,Delayed
97624,On time
99019,On time
19107,Delayed
31329,On time
17062,On time
27597,Delayed
15213,Delayed
7102,Delayed
16403,On time
89117,Delayed
8629,On time
14204,On time
35223,Delayed
70510,Delayed
7927,On time
2180,Delayed
2816,Delayed
83634,On time
95051,Delayed
49031,On time
98335,Delayed
85254,Delayed
64111,Delayed
75225,Delayed
32169,On time
90502,Delayed
85037,On time
92211,Delayed
5488,Delayed
28134,Delayed
21409,Delayed
31206,On time
6614,Delayed
98039,On time
38329,On time
24416,On time
33162,Delayed
23227,Delayed
67042,Delayed
98390,On time
3851,On time
98004,Delayed
37327,On time
98072,Delayed
16101,Delayed
28428,On time
13202,On time
60620,Delayed
30054,Delayed
66018,Delayed
58249,Delayed
92870,Delayed
78861,On time
10533,Delayed
97374,On time
7206,Delayed
1834,Delayed
33131,Delayed
4937,On time
73114,On time
92672,Delayed
30319,Delayed
79705,Delayed
7740,On time
80549,Delayed
5482,Delayed
23842,On time
85935,On time
89179,On time
48872,On time
6604,Delayed
20685,On time
8210,Delayed
23060,Delayed
20152,Delayed
76117,Delayed
23228,On time
91103,Delayed
19506,On time
11514,On time
16229,On time
38562,On time
3755,Delayed
89084,Delayed
30294,Delayed
10456,Delayed
63019,On time
45243,Delayed
92780,Delayed
31069,Delayed
30605,Delayed
55343,Delayed
93313,On time
23692,Delayed
62694,On time
6105,Delayed
80917,Delayed
75082,Delayed
21502,Delayed
86404,On time
92612,Delayed
7110,Delayed
99207,Delayed
75243,Delayed
95327,On time
53120,On time
11961,On time
92029,Delayed
25312,On time
91914,Delayed
11789,On time
53963,On time
48122,Delayed
32754,On time
60110,Delayed
14886,Delayed
99338,On time
30740,On time
54843,Delayed
88030,Delayed
34241,On time
10580,Delayed
8638,On time
94041,Delayed
37725,Delayed
7456,On time
56303,Delayed
73170,Delayed
82070,Delayed
44512,Delayed
86303,Delayed
7716,On time
54130,Delayed
51360,Delayed
77707,On time
79601,Delayed
75765,On time
48917,On time
75452,On time
60560,Delayed
66614,Delayed
27596,Delayed
87508,Delayed
51401,On time
90404,Delayed
67026,On time
4076,On time
80920,Delayed
98387,Delayed
7849,Delayed
17557,On time
19036,Delayed
14586,On time
37040,Delayed
15037,On time
32258,Delayed
28163,On time
7002,Delayed
66605,Delayed
19709,Delayed
30461,On time
7047,Delayed
82609,Delayed
78681,Delayed
54166,Delayed
43326,On time
48880,On time
11937,Delayed
94132,Delayed
55114,On time
27592,On time
48393,On time
56308,Delayed
14618,Delayed
12208,Delayed
53158,Delayed
64109,On time
11768,Delayed
45710,On time
88011,Delayed
95207,Delayed
78247,Delayed
84103,Delayed
8332,Delayed
56601,Delayed
28604,On time
67208,On time
70806,Delayed
34689,Delayed
78411,Delayed
53143,On time
38558,On time
66103,Delayed
77303,Delayed
7465,Delayed
5363,Delayed
37419,Delayed
60954,On time
60607,Delayed
43231,On time
19006,Delayed
84078,Delayed
95030,Delayed
43230,Delayed
18067,Delayed
85024,Delayed
28782,On time
80927,On time
25045,On time
37397,On time
78148,Delayed
85014,Delayed
30110,On time
53142,Delayed
60605,Delayed
46530,Delayed
20003,Delayed
95037,Delayed
19512,Delayed
11798,Delayed
19053,Delayed
60425,On time
45869,On time
19138,Delayed
66609,On time
28677,Delayed
48825,Delayed
60654,Delayed
18051,On time
60126,Delayed
57325,Delayed
92122,Delayed
32136,Delayed
20902,Delayed
14414,On time
71342,On time
35004,On time
23851,Delayed
11439,On time
48080,Delayed
28083,Delayed
77656,On time
75757,On time
20020,Delayed
13323,On time
45619,On time
29483,Delayed
28036,Delayed
90007,Delayed
97420,Delayed
8086,On time
48066,Delayed
37642,On time
73025,Delayed
72703,Delayed
28365,On time
1590,Delayed
33483,Delayed
27101,On time
25303,On time
87144,Delayed
45217,On time
35648,On time
13901,Delayed
62644,Delayed
78231,Delayed
37918,Delayed
95037,Delayed
79936,Delayed
92673,Delayed
54171,On time
19082,Delayed
44056,On time
32211,On time
45140,Delayed
72704,On time
45502,On time
14882,On time
22406,Delayed
78209,Delayed
45380,On time
51041,On time
81401,On time
76051,Delayed
37082,On time
90232,Delayed
80403,Delayed
15216,Delayed
32966,On time
54001,On time
8096,Delayed
78645,Delayed
8036,On time
37091,On time
50321,Delayed
32640,On time
19810,Delayed
13603,On time
33612,Delayed
16051,On time
49055,On time
48095,Delayed
28208,Delayed
58249,On time
59427,On time
22728,On time
8827,On time
47907,Delayed
21225,Delayed
6375,On time
97064,On time
11590,Delayed
60118,On time
36604,On time
42103,On time
52411,On time
40208,Delayed
54701,Delayed
28612,Delayed
7504,On time
66102,Delayed
76001,Delayed
37347,On time
70119,Delayed
97759,Delayed
60467,Delayed
14204,On time
97034,Delayed
11706,Delayed
19057,On time
70449,On time
18964,Delayed
31024,Delayed
30017,Delayed
29072,Delayed
45385,Delayed
33908,Delayed
7040,Delayed
95747,Delayed
17540,On time
95926,Delayed
2764,On time
56156,Delayed
73114,On time
1535,On time
17314,On time
48846,Delayed
19301,Delayed
75201,Delayed
76667,On time
46408,On time
37412,On time
90011,Delayed
8823,Delayed
14802,On time
15202,On time
54935,Delayed
98027,Delayed
72703,Delayed
76522,Delayed
7432,On time
21853,On time
6612,On time
7832,On time
60045,Delayed
10583,Delayed
42101,Delayed
6903,Delayed
30176,On time
18853,On time
19102,Delayed
60069,On time
43449,On time
28173,Delayed
48326,Delayed
54140,On time
29927,On time
77506,On time
46012,On time
65712,On time
36303,Delayed
7718,On time
33177,On time
38462,Delayed
33647,Delayed
44612,On time
35216,Delayed
53598,Delayed
2718,On time
89143,On time
90255,Delayed
46802,Delayed
49323,Delayed
45440,On time
21237,Delayed
67205,On time
48618,On time
54311,Delayed
68847,Delayed
40213,Delayed
40379,On time
94568,Delayed
76272,On time
8554,On time
37334,Delayed
97317,Delayed
92694,Delayed
44264,On time
56164,On time
10314,Delayed
60605,Delayed
54669,On time
92084,Delayed
81201,On time
13413,Delayed
73139,Delayed
62225,Delayed
49419,On time
92078,Delayed
45223,On time
83703,On time
19805,Delayed
11213,Delayed
19508,Delayed
29210,Delayed
15220,Delayed
97520,On time
53901,On time
11219,Delayed
7004,Delayed
8401,Delayed
14006,Delayed
33713,Delayed
21638,On time
84302,Delayed
19070,On time
35674,On time
59729,On time
55418,Delayed
26105,Delayed
90247,Delayed
70634,Delayed
8861,Delayed
23605,On time
28602,Delayed
52756,On time
70448,Delayed
28761,On time
15748,Delayed
77578,On time
48134,Delayed
35147,On time
34688,On time
11514,On time
85323,Delayed
60119,On time
16947,On time
45240,Delayed
31791,On time
77058,Delayed
33853,On time
95019,On time
8091,On time
77651,Delayed
34114,Delayed
37204,Delayed
46804,Delayed
78220,On time
21632,On time
39402,Delayed
10451,Delayed
72126,On time
97477,Delayed
98406,Delayed
95605,On time
31520,Delayed
46312,On time
54801,On time
14482,On time
11364,Delayed
32550,Delayed
85737,Delayed
32526,On time
32086,On time
48049,On time
93657,Delayed
78643,On time
17406,Delayed
11021,On time
47303,On time
49036,On time
15228,On time
49269,On time
17003,Delayed
23059,Delayed
10804,Delayed
40165,Delayed
22030,Delayed
88415,On time
62448,On time
60463,On time
33407,Delayed
43449,Delayed
32119,Delayed
2148,Delayed
55405,Delayed
16063,On time
45331,On time
30034,Delayed
17545,Delayed
40217,Delayed
15024,On time
98424,Delayed
5753,Delayed
14850,Delayed
48732,Delayed
42223,Delayed
55720,Delayed
55319,Delayed
33463,Delayed
7028,Delayed
29708,Delayed
32724,Delayed
70003,Delayed
24112,Delayed
34251,Delayed
45123,On time
8844,Delayed
64117,Delayed
73114,On time
29470,On time
94104,On time
6716,On time
34292,On time
84067,Delayed
37083,On time
70518,Delayed
32159,On time
94949,Delayed
53555,On time
27284,Delayed
55424,On time
70452,On time
84070,On time
77042,Delayed
49068,Delayed
23832,Delayed
44281,Delayed
20180,On time
48034,On time
49660,On time
24179,Delayed
65608,On time
53103,On time
22305,Delayed
49120,Delayed
60046,Delayed
44505,On time
79720,Delayed
36544,On time
77707,Delayed
61874,Delayed
11379,Delayed
7017,Delayed
93063,Delayed
21084,On time
7631,Delayed
45044,Delayed
32084,Delayed
92571,Delayed
66012,On time
6606,Delayed
44133,Delayed
85701,Delayed
37064,Delayed
10916,On time
7032,Delayed
6098,Delayed
97002,On time
92549,Delayed
7758,On time
75801,Delayed
82834,On time
46613,On time
33708,On time
98930,On time
87108,On time
23005,Delayed
56001,Delayed
4973,Delayed
97203,Delayed
97524,Delayed
3872,On time
90249,Delayed
65109,Delayed
75462,Delayed
33913,Delayed
8812,Delayed
1247,On time
46540,On time
94087,Delayed
93221,Delayed
32968,Delayed
68133,Delayed
95358,On time
53965,On time
61604,Delayed
64402,On time
32162,Delayed
98402,Delayed
78731,Delayed
10920,On time
41144,On time
31407,Delayed
10506,Delayed
32789,Delayed
71753,Delayed
77372,Delayed
70395,Delayed
55079,On time
29501,Delayed
46385,Delayed
19428,Delayed
98106,Delayed
63112,On time
12570,Delayed
17584,Delayed
45661,On time
48126,Delayed
46962,On time
51247,On time
61080,On time
7728,Delayed
98273,Delayed
54110,On time
14701,Delayed
30350,Delayed
21228,Delayed
45814,Delayed
12983,Delayed
61883,On time
90031,On time
45304,On time
11421,Delayed
34105,Delayed
1610,On time
2912,On time
89103,On time
48230,Delayed
95358,On time
14802,On time
33071,Delayed
92250,On time
18651,On time
56716,On time
14546,On time
85331,Delayed
76092,Delayed
27025,On time
78577,Delayed
2745,Delayed
48187,Delayed
95139,On time
7717,On time
17057,Delayed
48026,Delayed
73099,Delayed
97009,On time
18104,Delayed
64082,On time
36027,On time
93105,Delayed
7458,On time
75218,Delayed
77320,Delayed
53032,On time
62220,Delayed
53589,On time
2747,Delayed
30088,On time
97540,Delayed
32966,Delayed
21045,Delayed
30033,Delayed
91306,Delayed
95351,Delayed
46962,Delayed
19132,Delayed
48638,On time
4694,On time
54738,On time
35233,On time
49749,On time
32404,Delayed
10532,On time
85255,Delayed
77059,Delayed
97006,Delayed
11753,Delayed
30110,On time
80109,Delayed
34114,Delayed
83634,Delayed
35147,On time
15219,Delayed
19383,On time
6037,Delayed
97006,Delayed
94080,Delayed
18034,Delayed
34223,Delayed
46016,Delayed
53095,Delayed
80238,On time
32433,Delayed
27616,Delayed
47620,Delayed
36541,On time
2346,Delayed
70458,Delayed
47601,On time
68116,On time
37207,Delayed
14224,Delayed
60643,Delayed
33186,Delayed
23505,Delayed
45202,Delayed
10921,On time
3079,Delayed
67460,Delayed
60543,Delayed
11791,On time
97404,Delayed
19015,Delayed
48307,Delayed
66061,Delayed
49270,Delayed
85373,Delayed
38141,Delayed
30534,On time
28147,Delayed
83702,Delayed
10576,On time
49431,Delayed
22041,Delayed
17019,Delayed
28387,Delayed
28715,Delayed
35474,On time
98014,Delayed
89509,Delayed
8829,On time
92887,On time
18612,Delayed
60097,On time
60612,Delayed
83101,On time
64110,Delayed
23606,Delayed
78633,Delayed
48622,On time
47043,On time
8087,Delayed
6385,On time
15066,On time
29936,On time
91941,Delayed
45502,On time
94599,Delayed
76133,Delayed
81504,On time
72703,Delayed
73099,Delayed
21236,Delayed
48421,On time
3052,On time
70615,Delayed
28650,On time
92624,On time
84107,Delayed
45239,Delayed
34638,Delayed
30442,Delayed
32204,On time
62254,On time
93428,On time
95815,Delayed
4253,On time
77041,Delayed
98003,Delayed
19362,On time
91307,Delayed
64024,Delayed
10927,On time
2108,Delayed
33711,On time
14850,Delayed
89429,On time
11768,Delayed
48340,On time
60442,On time
32822,Delayed
75092,On time
68516,Delayed
95129,Delayed
32707,Delayed
32340,Delayed
33311,Delayed
3840,Delayed
78373,Delayed
55439,Delayed
77023,Delayed
34231,Delayed
44662,On time
11560,On time
70374,On time
36867,Delayed
35031,On time
98683,On time
28729,On time
55108,Delayed
39525,On time
88201,Delayed
92661,On time
1588,On time
92407,Delayed
80241,On time
19085,Delayed
54913,Delayed
73128,On time
91204,Delayed
52353,On time
92840,Delayed
6378,On time
30215,Delayed
33144,On time
20817,Delayed
15627,On time
12304,On time
45613,Delayed
12019,On time
14522,On time
91932,Delayed
92028,Delayed
32064,On time
39567,On time
12603,Delayed
45828,On time
10940,On time
1583,On time
79706,Delayed
20732,Delayed
3819,On time
6105,Delayed
22840,On time
68763,On time
19111,Delayed
78612,On time
79109,On time
76657,On time
55352,Delayed
18702,Delayed
36877,On time
25271,On time
35203,Delayed
13323,On time
78209,Delayed
72758,Delayed
68310,On time
53594,On time
95948,On time
61102,On time
75238,Delayed
28114,On time
75092,On time
37336,On time
30725,Delayed
32547,Delayed
78229,Delayed
38358,On time
95824,Delayed
87114,Delayed
33976,On time
46256,On time
27357,On time
94925,Delayed
84401,Delayed
11226,Delayed
76103,On time
85937,On time
46507,On time
90304,On time
28612,On time
91405,Delayed
19977,Delayed
20622,On time
1534,Delayed
48114,Delayed
34103,Delayed
4619,On time
75219,Delayed
75022,Delayed
17824,On time
86404,On time
65536,On time
8804,On time
29520,On time
15632,On time
13815,On time
77030,Delayed
26101,Delayed
91104,Delayed
49512,Delayed
74020,On time
14611,On time
66053,On time
95662,Delayed
90670,Delayed
38106,On time
97630,On time
23320,Delayed
30326,Delayed
75032,Delayed
33127,Delayed
45215,Delayed
33169,Delayed
55779,On time
40014,Delayed
8088,Delayed
76905,Delayed
74119,On time
3087,On time
33483,Delayed
45219,Delayed
3034,On time
34212,Delayed
33125,Delayed
6096,Delayed
98516,Delayed
29223,Delayed
42167,On time
17516,Delayed
28716,On time
11777,Delayed
22911,Delayed
29420,On time
40324,Delayed
29138,Delayed
47904,On time
47424,Delayed
21220,Delayed
95206,Delayed
28532,Delayed
60441,Delayed
46545,Delayed
95131,Delayed
52722,Delayed
76049,Delayed
33981,Delayed
29006,On time
83014,On time
19067,Delayed
29341,On time
37849,Delayed
67748,On time
33014,Delayed
79510,On time
32824,Delayed
72921,On time
79110,Delayed
7442,Delayed
48858,Delayed
98402,Delayed
32547,Delayed
89445,Delayed
39056,On time
2863,On time
92869,Delayed
2536,Delayed
80621,On time
53807,On time
28650,On time
52803,On time
13413,Delayed
7733,Delayed
8059,On time
62363,Delayed
27707,Delayed
84741,Delayed
34223,On time
30506,On time
33936,On time
24066,On time
7755,Delayed
1880,Delayed
23005,Delayed
27704,Delayed
75201,Delayed
11577,On time
10301,Delayed
5060,Delayed
44706,Delayed
30188,Delayed
28034,On time
29210,Delayed
2655,On time
12210,On time
12816,On time
34601,Delayed
38115,Delayed
71118,Delayed
80498,On time
10459,Delayed
27107,On time
95757,Delayed
48221,Delayed
45846,On time
43334,On time
14620,Delayed
95618,Delayed
63026,On time
84664,Delayed
11024,On time
97760,On time
32773,Delayed
10305,Delayed
99005,Delayed
55011,Delayed
15017,Delayed
16563,On time
28546,Delayed
38133,Delayed
77016,On time
84403,Delayed
93644,On time
43338,Delayed
56751,On time
20024,On time
59714,On time
80302,Delayed
55042,On time
34287,On time
97068,Delayed
87120,Delayed
77389,Delayed
37066,Delayed
19703,Delayed
76103,On time
85648,On time
84414,Delayed
48033,Delayed
92356,On time
32246,Delayed
47031,On time
73160,Delayed
15208,On time
16502,On time
46184,On time
49068,Delayed
83716,On time
48446,Delayed
97030,On time
21217,Delayed
34211,Delayed
31632,Delayed
60491,On time
17815,Delayed
94587,Delayed
28560,On time
33873,On time
11228,Delayed
37331,On time
19046,Delayed
29401,Delayed
11967,Delayed
49319,On time
36421,On time
38901,On time
89104,Delayed
49236,On time
84107,Delayed
37146,On time
11755,On time
85308,Delayed
77498,Delayed
55041,Delayed
94556,Delayed
46201,On time
28174,On time
61270,On time
11226,Delayed
75686,Delayed
30096,Delayed
76014,Delayed
15116,On time
28518,On time
70582,Delayed
91103,Delayed
55404,Delayed
30187,Delayed
6351,Delayed
79758,On time
30517,Delayed
72762,Delayed
6042,Delayed
1571,On time
85541,On time
31401,Delayed
15084,Delayed
53532,Delayed
53218,Delayed
32607,Delayed
6461,On time
43410,Delayed
65401,Delayed
65065,Delayed
34685,Delayed
7208,Delayed
93036,Delayed
48164,Delayed
11769,On time
48240,Delayed
48101,On time
23666,Delayed
53181,On time
19801,Delayed
56345,On time
91906,On time
32207,Delayed
52402,Delayed
6112,Delayed
78405,On time
46235,Delayed
43119,Delayed
48092,Delayed
74145,Delayed
40019,Delayed
60651,Delayed
33065,Delayed
50309,Delayed
40205,Delayed
93023,Delayed
7726,Delayed
43015,Delayed
46219,Delayed
21639,On time
44857,Delayed
11803,Delayed
45217,On time
28445,Delayed
33323,On time
6001,Delayed
8402,On time
37865,On time
3901,On time
90059,On time
84660,Delayed
4252,Delayed
64113,Delayed
46260,On time
48069,On time
93433,Delayed
80642,On time
33426,Delayed
47172,Delayed
62821,On time
78643,On time
18403,On time
37738,On time
84037,Delayed
1033,On time
30120,Delayed
18330,On time
44278,Delayed
60505,Delayed
20708,Delayed
6812,Delayed
60406,On time
20860,On time
36877,Delayed
77702,On time
61752,On time
60505,On time
95963,Delayed
48096,On time
66013,On time
45697,On time
90803,Delayed
97210,Delayed
97115,On time
60632,Delayed
11501,Delayed
80033,On time
48236,Delayed
77504,On time
46075,On time
55438,On time
38843,On time
53103,On time
20622,On time
50036,Delayed
32124,On time
49837,On time
38866,On time
20602,Delayed
8831,Delayed
77017,On time
45631,On time
56303,Delayed
79118,Delayed
85250,Delayed
20707,Delayed
56101,On time
10306,Delayed
91733,Delayed
98465,On time
25177,Delayed
63011,Delayed
68005,On time
17859,On time
94547,Delayed
37357,On time
98937,On time
79935,Delayed
18707,On time
78266,On time
24477,On time
48625,On time
2452,Delayed
19801,On time
95688,Delayed
15202,On time
